id;classe;causa;estatuto_C4;estatuto_C5;procurado_onde;resultado;n;poder_do_desenho;o_que_falta;custo;consequencia;decisao_C5;decisao_detalhe;nota_C5;origem_da_alteracao
ABI-11;nutricao;Carencia de calcio no bloco do foco OESTE;SUSTENTADA;SUSTENTADA-LOCAL;"bloco do foco OESTE (rotulo 'B2 - V7'); solo 2026-03-03 e folha 2026-06. NAO EXISTE analise foliar para o B3";PERNA FOLIAR (aguenta): Ca 2,2 % contra intervalo de referencia analitico 3-4,7 %, classificado 'Baixo'. PERNA DE SOLO (nao aguenta): CaO 264 e 505 mg/kg;2 boletins de solo, 1 foliar, 1 bloco, sem comparacao;a perna de solo NAO tem poder: 264 contra 505 e um factor de 1,9 DENTRO do mesmo bloco, e a S9 - invocada uma linha antes para tornar ABI-12 inconclusiva - fixa o factor de 2 como limiar de interpretabilidade. Dentro do B1, tres sub-parcelas dao CaO 314, 439 e 4700: dispersao intra-bloco de 15x;analise foliar no B3 e num terreno sem historico, na mesma data;BAIXO;ALTA;PROCURAR;PROCURAR o par foliar;ERA SUSTENTADA. Sustentada contra o que? Nao ha bloco de comparacao - e a mesma estrutura de prova das nove linhas BIO-01..09, e essas estavam em NAO TESTADA. O que sobrevive intacto e a FOLHA, e sobrevive por uma razao que vale mais do que a linha: e a UNICA vez em toda a cadeia em que um numero deste caso e comparado com um PADRAO EXTERNO em vez de com outra parte da mesma parcela.;R9 do adversario da C4 - alteracao obrigatoria 9
ABI-12;nutricao;Solo pobre no B3 (bloco do foco ESTE);INCONCLUSIVA;INCONCLUSIVA;B3, 9,92 ha, 1 boletim;minimo de nove boletins em cinco de sete parametros (S8) contra 'um boletim nao caracteriza um bloco' (S9);1 boletim;nulo: n = 1 contra uma regra que exige factor de 2 e uma dispersao intra-bloco documentada de 15x;tres boletins no B3 em vez de um;BAIXO;MEDIA;PROCURAR;PROCURAR (simetrico de ABI-11);S8 e S9 sao da mesma camada e nunca foram arbitradas. Nao e excluida e nao e sustentada.;mantida
ABI-13;substrato;Compactacao / asfixia radicular;NAO TESTADA;NUNCA PROCURADA;0 pontos - nenhuma medicao de resistencia, porosidade ou oxigenio existe no caso;sem ensaio;0;nulo;penetrometro e descricao de perfil, no foco e no par sao;BAIXO;ALTA;PROCURAR;PROCURAR (com ABI-10);A leitura 'os focos perdem agua antes de verdura' que apontava para aqui esta RETIRADA POR INTEIRO (INS-05) e nao pode ser ressuscitada. A causa continua por ensaiar - e o penetrometro vem de graca com as fossas.;reetiquetagem C5: rotulo confirmado
ABI-14;quimica;Fitotoxicidade, herbicida ou residuo;NAO TESTADA;NUNCA PROCURADA;0 pontos - nenhum ensaio existe, e o historico de aplicacoes nunca foi pedido;sem ensaio;0;nulo;historico de aplicacoes (documental) + analise de residuos (ensaio);"NULO a metade documental; MEDIO a analitica";MEDIA;PROCURAR;PROCURAR so a metade documental;O historico de aplicacoes vem no MESMO pedido que o registo de operacoes (ABI-05, GES-03, GES-04) e custa zero. A analise de residuos nao entra: nenhum sintoma descrito aponta para fitotoxicidade e nao ha linha de base. A metade analitica CONTINUA NAO EXCLUIDA.;reetiquetagem C5: rotulo confirmado
ABI-15;quimica;Salinidade;NAO TESTADA;NUNCA PROCURADA;0 pontos NESTA CADEIA - mas os boletins A2 ja existem e podem trazer condutividade nao reportada;sem ensaio reportado;0 reportados;nulo;reler os onze boletins A2 e extrair a condutividade, se estiver la;NULO;BAIXA;PROCURAR;PROCURAR (documental);E possivel que o ensaio ja tenha sido feito e nunca tenha sido lido. Custa uma leitura dos boletins que ja estao no processo.;reetiquetagem C5: rotulo confirmado
GES-01;gestao;Renovacao de pomar no nucleo N3 (arranque e replantacao);NAO TESTADA;CONTRADITA EM PARTE;N3, E531068 N4655145 - que esta a 95,2 m do foco ESTE, ou seja FORA do disco de 90 m. NAO e o foco ESTE;A FAVOR: 0,27 m de altura em 06-07-2025 e IFAP a declarar KIWI a 10-06-2025. CONTRA: o piso de Inverno do N3 DESCE (0,654 em 2024/25 -> 0,497 em 2025/26) e o pico de Verao DESCE (~0,71 -> ~0,65), ficando 0,20-0,26 abaixo da referencia;1 unidade, 2 instrumentos;suficiente para contrariar, insuficiente para fechar;um segundo voo LiDAR, ou uma visita. NAO mais analise;NULO se for visita;MEDIA;PROCURAR;PROCURAR por VISITA;"Uma videira jovem a pegar FECHA sobre a referencia no Verao; esta AFASTA-SE. E a 'recuperacao a 0,65' de L8 e o DENOMINADOR a cair, nao o N3 a subir - a amplitude da referencia perde metade de si em 2024 e outra vez em 2026 (0,601 / 0,590 / 0,265 / 0,538 / 0,277).";reetiquetagem C5: nao e 'ninguem procurou' - foi procurado e o unico instrumento que a pode datar contraria-a em parte
GES-02;gestao;Chao limpo mantido no N3 (sem replantacao);NAO TESTADA;FAVORECIDA SEM CONFIRMACAO;N3, E531068 N4655145;piso de Inverno 0,654 em 2024/25 contra 0,358 da referencia, e queda a 0,497 em 2025/26;1 unidade;insuficiente para distinguir de GES-01;a mesma visita que fecha GES-01;NULO se for visita;MEDIA;PROCURAR;PROCURAR por VISITA;E a leitura que os numeros favorecem sobre GES-01, e NAO esta confirmada. As duas sao mutuamente exclusivas e o material nao as separa. Nao gastar um painel de laboratorio numa pergunta que um passeio responde.;reetiquetagem C5 (era NAO TESTADA)
GES-03;gestao;Operacao de gestao (arranque, poda severa, desmontagem de pergola) no foco OESTE;NAO TESTADA;CONSTRANGIDA, NAO EXCLUIDA;v8/B2, E530485 N4655053;"CONSTRANGIDA POR: 2,25 m de altura mediana e 90,2 % de copado acima de 1,5 m no disco OESTE em 06-07-2025 (L3); pct_nu2021 = 0,0 % na v8; 93 % do defice de 2026 da v8 e declinio NOVO";1 data de LiDAR;forte para 2025, NULO para 2026;o registo de operacoes do B2 em 2024-2026, e correr o T3 (prominencia de pergola sobre a ortofoto de 2025);NULO;ALTA;PROCURAR;PROCURAR - PRIORIDADE 1;O LiDAR e UMA data e nao cobre 2026, que e o ano em causa. O T3 do adversario da C2 era CONDICAO DE ARRANQUE DA C3 e NAO CORREU: nao existe c2_12_prom_2025.npy e a lista ORTOS de c2_12_pergola_2012.py continua sem 2025. Tres camadas construiram por cima de uma condicao nao cumprida.;reetiquetagem C5 (era NAO TESTADA)
GES-04;gestao;Operacao de gestao no foco ESTE / lado oriental;NAO TESTADA;NUNCA PROCURADA;B3, v12-v15, E530977 N4655117 - NENHUM instrumento para 2026;sem ensaio. O que se sabe do terreno: 22,6 % de chao lavrado na v13 e 13,8 % na v14 ja em 2021, e 52,4 % do defice de 2026 do disco de 120 m do foco ESTE ja estava em defice continuo desde 2024 ou antes;0;nulo;o registo de operacoes do B3 em 2024-2026 - PEDIDO DUAS VEZES, POR DUAS SESSOES INDEPENDENTES, E AINDA NAO FEITO;NULO;ALTA;PROCURAR;PROCURAR - PRIORIDADE 1;Uma parte deste lado e terreno operado ha muito e NADA NO MATERIAL DIZ QUAL PARTE. Sem isto nao se sabe se a amostragem de 2026 cai sobre plantas adultas, sobre replantacao, ou sobre chao - e NENHUM RESULTADO DE 2026 E INTERPRETAVEL. E a linha que mais barato fecha e mais caro custa deixar aberta.;reetiquetagem C5: rotulo confirmado
GES-05;material;Porta-enxerto (Summer Kiwi contra pe franco Erica);INCONCLUSIVA;INCONCLUSIVA;B1 contra corpo principal, janela 2021-2026;H2a SUPORTA que o B1 e o corpo divergem e que o B1 esta do lado bom (3/3 corridas, mais confirmacao por radar em duas orbitas). H2b NAO atribui a divergencia ao porta-enxerto;"3 corridas para H2a; controlo interno NAO VALIDADO para H2b";"nulo para H2b: a valvula 1 nao esta identificada (3,5 m de altura e alto demais para pergola de kiwi; 9024 m2 contra 13500 declarados) e a sobre-enxertia de 2016/2020 absorve a maior parte do efeito";o esquema de valvulas do B1 - quais os poligonos das valvulas 1 a 5;NULO;MEDIA;PROCURAR;PROCURAR (documental);Resolve-se PERGUNTANDO, nao calculando. NENHUM ponto do B1 tem posicao, incluindo a fronteira do porta-enxerto, que e o unico contraste de porta-enxerto do caso. E la esta a contagem de nematodes mais alta de todas (250/200 cc).;mantida
GES-06;material;Sobre-enxertia de 2016 (Enza Gold) e ~2020 (Erica);NAO TESTADA;NAO E CAUSA CANDIDATA NO CORPO PRINCIPAL;B1, valvulas 2-5 - e SO ali;confundimento declarado;-;-;datas de enxertia por valvula;NULO;BAIXA;NAO PROCURAR;"NAO PROCURAR COMO CAUSA; recolher as datas se o esquema do B1 vier";Entra no livro porque e o confundimento que impede GES-05 de ser decidida, nao porque possa explicar o padrao. Inflaciona a contagem de 59 candidatas sem ser candidata.;reetiquetagem C5 (era NAO TESTADA)
GES-07;gestao;Rede de sombreamento;NAO TESTADA;NAO E CAUSA CANDIDATA NO CORPO PRINCIPAL;B1 apenas, no periodo do Enza Gold. O corpo principal NUNCA teve rede - testemunho de tipo 1;-;-;-;as duas datas, instalacao e remocao;NULO;BAIXA;NAO PROCURAR;NAO PROCURAR COMO CAUSA;Nao pode explicar nada no corpo principal, por nunca la ter existido. Sem as duas datas a serie do B1 tem dois degraus de posicao desconhecida - e por isso que qualquer serie do B1 esta rejeitada.;reetiquetagem C5 (era NAO TESTADA)
GES-08;material;Idade / data de plantacao das 5,37 ha novas;NAO TESTADA;NUNCA PROCURADA;as 5,37 ha sem estrutura de fiada em 2010 nem em 2012 e com ela em 2021 - localizacao exacta NAO estabelecida (a frase 'concentrada a E530600-530800' e prosa, nao esta em nenhum ficheiro);sem data;0;nulo;a data de plantacao, por talhao;NULO;ALTA;PROCURAR;PROCURAR - PRIORIDADE 1, E E CONDICAO DE ARRANQUE DA AMOSTRAGEM;O enchimento de uma pergola nova vale +0,06 a +0,11 NDVI/ano - VARIAS VEZES o efeito procurado. Uma unidade jovem PARECE sa e nao e controlo. Sem esta data nao se pode escolher um par sao, e o desenho de amostragem fica exposto ao mesmo erro que a mascara derivada do sinal: escolher o controlo pela aparencia do que se vai medir.;reetiquetagem C5: rotulo confirmado, prioridade elevada
REG-01;regional;Fenomeno regional ou sectorial - 'todo o kiwi deste aluviao fez isto';NAO TESTADA;NUNCA PROCURADA COM O INSTRUMENTO CERTO;varrimento de ~3 km em IMAGEM (G26): 13 candidatos, 11 falsos positivos, nenhum kiwi contemporaneo. O PARCELARIO nunca foi usado para procurar beneficiarios de kiwi na regiao;G26: com dados de satelite este caso NAO DISTINGUE 'esta parcela declina' de 'todo o kiwi deste aluviao fez isto', e isso e RESULTADO. H2-4 acrescenta um dado positivo: ENT 297313, 76,22 ha, a 8,1 km, com colapso em degrau em 2024 - UMA corrida, UMA medicao, NAO VERIFICADO INDEPENDENTEMENTE;1 alvo nao verificado;nulo;medir o ENT 297313 numa segunda corrida independente, e localizar mais dois ou tres beneficiarios de kiwi da regiao PELO PARCELARIO;BAIXO;ALTA - A MAIOR DO LIVRO;PROCURAR;PROCURAR - PRIORIDADE 1 ABSOLUTA;E a causa candidata de maior consequencia e a menos testada de todo o livro. Se for regional, quase todas as medidas de parcela que se possam recomendar sao inuteis. O custo BAIXOU: a medicao de paisagem de 29-08 demonstra que a consulta ao parcelario IFAP e programavel e ja corre (paisagem.py, layer culturas.2025jun10). Mas essa medicao NAO fecha esta linha - a classe 'kiwi' dela CONTEM Ganfei, e uma mistura que contem o caso nao pode controlar o caso.;reetiquetagem C5 (era NAO TESTADA): nao e que ninguem tenha procurado, e que se procurou com o instrumento que nao resolve
REG-02;regional;Perda de condicao EM BLOCO de todo o corpo principal desde 2023;SUSTENTADA;SUSTENTADA-LOCAL;corpo principal, janela 2021-2026;"-0,054 NDVI em cinco anos com 98,5 % dos pixeis a participar; sobrevive a bordadura, vizinhanca, densidade, escolha de referencia, plataforma, indice, sobrevivencia e gradiente de paisagem";UMA corrida;uma corrida, UM instrumento optico;a serie Landsat da referencia, que JA ESTA EM DISCO (_VALIDADE_GESTAO\landsat.json) e nunca foi certificada;NULO;ALTA;PROCURAR;PROCURAR (certificar o Landsat);"ERA SUSTENTADA sem qualificador, e o proprio campo de instrumento independente do CSV diz 'NAO na lista fechada'. O CLAUDE.md deste projecto escreve 'N = 1 nao e verificacao; para inferencia, tres a cinco corridas independentes'. REENQUADRA O CASO: nao sao duas manchas num pomar sao; e um bloco a descer com manchas por cima. Por isso e que precisa de instrumento independente e nao de mais uma corrida optica.";R10 do adversario da C4 - alteracao obrigatoria 10 (cria-se SUSTENTADA-LOCAL)
INS-01;instrumento;Vies de calibracao do Sentinel-2C como explicacao da queda de nivel;EXCLUIDA;EXCLUIDA;fora do pomar, em quatro corridas independentes com personas e desenhos diferentes;quatro medicoes emparelhadas em NDVI: A +0,005 (2026) / -0,014 (2025), n.s. e de sinais opostos | C +0,0007 / +0,0045, n.s. | ceptico H2 +0,000 / +0,004 | patologista H2 +0,012 +- 0,008. Todas ~ zero;4 corridas;suficiente: quatro desenhos emparelhados, duas rondas;nada para o NIVEL. NAO cobre INS-06;-;-;JA FECHADA;FECHADA para o nivel;"DUAS CORRECCOES DE APRESENTACAO QUE NAO ALTERAM A CONCLUSAO. (1) A linha '-0,056' da corrida A e NDRE, outro indice, e nao pertence a esta tabela; escrever 'todas ~ zero' por cima de um -0,056 e a classe de erro que esta cadeia ja apanhou tres vezes. A corrida A TEM medicao de NDVI e e a que esta acima. (2) Duas das quatro corridas correram com o -0,048 como facto de especificacao, logo sao a jusante do erro que testam - mas a contaminacao empurra CONTRA o achado: uma corrida avisada de que deve encontrar -0,048 e que encontra zero e prova mais forte, nao mais fraca. O -0,048 vinha de um degrau de nivel medido FORA do pomar, com sensor confundido com ano.";"mantida; tabela corrigida (R3 do adversario da C4 - alteracao 3)"
INS-06;instrumento;Efeito do S2C sobre as estatisticas de CAUDA (desvio-padrao, assimetria);NAO TESTADA;NUNCA PROCURADA;as duas cenas S2C, fora do pomar - o unico controlo de cena existente corre sobre a MEDIA;sem ensaio;0;nulo;medir o desvio-padrao e a assimetria das celulas FORA do pomar nas duas cenas S2C - TRES LINHAS sobre ficheiros que ja estao em disco;NULO;ALTA;PROCURAR;PROCURAR - PRIORIDADE 1;Um degrau de sensor NAO E UNIFORME em NDVI: uma diferenca de bandas ou de correccao atmosferica actua de forma diferente a 0,89 e a 0,70, e o que isso produz e um alargamento da cauda inferior. TODAS as grandezas-titulo desta cadeia - area em defice, dispersao, fraccao, M2, as 2,60/3,58 ha - SAO ESTATISTICAS DE CAUDA. INS-01 fecha a media e NAO fecha isto. E o teste com maior raio de explosao de toda a cadeia por unidade de esforco: se a cauda se alargar, todos os numeros-titulo movem-se ao mesmo tempo.;reetiquetagem C5: rotulo confirmado, prioridade elevada
REG-03;regional;A paisagem envolvente cai MAIS do que o pomar (enquadramento invertido);NAO TESTADA;RESOLVIDA - ERA DIVERGENCIA DE DEFINICAO;janela de 4,0 x 2,5 km (528600-532600 E, 4653400-4655900 N), 35 cenas Sentinel-2 de Jun-Ago de 2024 e 2026, AS MESMAS CENAS PARA TODAS AS CLASSES, rotulos do parcelario IFAP e da altura LiDAR;mata alta >5 m -0,0035 (p = 0,81) | mato 0,5-5 m +0,0097 (p = 0,14) | kiwi declarado -0,0043 (p = 0,56) | vinha -0,0166 (p = 0,63) | pastagem/prado -0,0334 (p = 0,12) | milho -0,0769 (p = 0,36);18 cenas em 2024, 17 em 2026;NENHUMA das variacoes e significativa com estes efectivos, e as cenas de um mesmo Verao sao autocorrelacionadas, logo o n efectivo e menor que 18. O que a medicao estabelece com forca e o NEGATIVO (a mata nao caiu) e a ORDENACAO (ciclo curto cai, lenhoso nao). E o desenho PODIA ter dado positivo: deu, no milho, -0,0769;um adversario. E de uma so sessao;-;ALTA;JA FECHADA;RESOLVIDA - registar, nao repetir;"AS DUAS CORRIDAS ESTAVAM CERTAS SOBRE COISAS DIFERENTES. 'Vegetacao envolvente' na corrida B incluia coberto de ciclo curto, que responde ao ano meteorologico; 'referencia estavel' na corrida C era lenhoso perene, que nao responde. O kiwi e lenhoso perene: a comparacao certa e com a mata, e a mata esta parada. NAO e um ano mau para tudo com o pomar a aguentar melhor - o enquadramento do caso AGUENTA. MARGEM QUE NAO SE SUAVIZA: a janela inclui o proprio pomar, logo a linha 'kiwi' NAO e um controlo externo e NAO fecha REG-01; e a faixa oeste da janela entra na zona de quarentena da G24 (tecido urbano de Valenca), o que e uma margem sobre a classe 'mata alta'.";medicao do coordenador de 29-08-2026, verificada por esta camada contra paisagem_resultado.json e contra o codigo de paisagem.py (cabecalho e codigo lidos juntos: as mascaras vem de IFAP e de LiDAR, NENHUMA vem do sinal medido)
INS-02;instrumento;Artefacto de fenologia (dia-do-ano);EXCLUIDA;EXCLUIDA-CONDICIONAL;o salto de 2024 para 2026;"a barra de erro da serie e ~3 ha e vem MEDIDA; o salto de 2,91 para 7,86 ha e de 4,95 ha e sobrevive";9 ou 10 cenas - divergencia por resolver;suficiente SE a cena de 2019-09-02 for legitima;a re-certificacao da G10 pela C0 - UMA LINHA;NULO;ALTA;PROCURAR;PROCURAR (uma linha a C0);ERA EXCLUIDA. A margem da propria linha diz que a V11 assenta INTEIRAMENTE na cena de 2019-09-02, que a R2 G10 mandou excluir e que a C2 REPOS SEM PARAGEM DE LINHA, e que a C0 nunca re-certificou (condicao 1 do adversario da C2, POR CUMPRIR). Uma linha cuja margem declara que a sua prova esta por certificar nao pode ter estatuto EXCLUIDA na coluna que a camada seguinte le. Se a cena sair, a barra de erro de V11 tem de ser refeita e esta linha REABRE.;R7 do adversario da C4 - alteracao obrigatoria 7
INS-03;instrumento;Referencia contaminada geometricamente pelos discos dos focos;SUSTENTADA;SUSTENTADA;"as 110 celulas da referencia sistematica; efeito em 2026";"18 de 110 (16,4 %) caem nos discos de 90 m dos dois focos; retira-las desloca a mediana +0,0133 em 2026 e menos de 0,0025 em todas as oito cenas anteriores (maximo 0,0010 ate 2024). Segunda via: a media cai 0,0548 contra 0,0219 da mediana, e a distancia entre as duas passa de -0,0011 (2024) a -0,0340 (2026)";110 celulas, 9 cenas;"suficiente para a direccao; sem bootstrap";um bootstrap sobre as 110 celulas, ou a repeticao noutra cena de 2026;NULO;ALTA;PROCURAR;PROCURAR (o bootstrap);"Contaminacao GEOMETRICA: a pertenca ao disco nao depende do sinal, logo retirar as celulas nao e circular. Duas vias independentes, o mesmo resultado. O SENTIDO E CONSERVADOR: limpar a referencia torna o acontecimento MAIOR. MARGEM NAO DECLARADA - nao ha bootstrap e a cena de 2026 e a S2C; parte do +0,0133 pode ser re-ordenacao da mediana e nada nesta cadeia separa as duas coisas.";mantida
INS-04;instrumento;A propria referencia sistematica esta em declinio (nao e controlo sao);SUSTENTADA;SUSTENTADA-LOCAL;as 110 celulas da referencia, 2017-2026;a referencia sistematica DESCE, 0,8884 -> 0,8425, -0,00395/ano (G6/G25), com concordancia do T4 da C3 e de REG-02;9 cenas, um instrumento;direccao sim, dimensao nao;certificar a serie Landsat da referencia - outra agencia, outro sensor, outra cadeia de correccao. ESTA EM DISCO e mede a referencia a cair 0,888 -> 0,874 -> 0,862, ou seja -0,026 contra os -0,054 do Sentinel-2;BAIXO;ALTA;PROCURAR;PROCURAR - PRIORIDADE 1;ERA SUSTENTADA, e o proprio campo de instrumento independente do CSV diz 'NAO - falta a serie Landsat'. O Controlo 1 e explicito: sem instrumento independente o facto vai para NAO TESTAVEL, nao para PASSA PARA CIMA. E o D4 - que esta na lista fechada - declara 'instrumento herdado de B10', mas B10/INS-03 sustenta que a referencia esta CONTAMINADA, e o que D4 afirma e a proposicao de INS-04, que a referencia esta EM DECLINIO. D4 empresta a INS-04 o instrumento de INS-03. E a unica coisa a corrigir em D4 e fecha-se certificando um ficheiro que ja existe.;R10 do adversario da C4 - alteracao obrigatoria 10
INS-05;instrumento;'Os focos perdem agua antes de verdura' (NDMI contra NDVI);NAO TESTADA;LEITURA RETIRADA - NAO E CAUSA CANDIDATA;nenhum - a leitura esta retirada por inteiro;RETIRADA;-;-;nada: a linha nao existe;-;-;NAO PROCURAR;NAO USAR EM NENHUMA FORMA;"A comparacao de fossos ABSOLUTOS entre dois indices com niveis de referencia diferentes (NDVI ~0,87, NDMI ~0,50) e saturacao diferente nao e valida; e a assimetria existe em TODOS os catorze anos (2015: 0,102 contra 0,066). Recolocada sobre variacoes desde a base, a razao e 1,53 (ESTE) e 1,36 (OESTE). Era alem disso uma afirmacao de etiologia dentro de uma adenda da C2 - C4 a correr dentro da C2. Inflaciona a contagem de 59 candidatas sem ser candidata.";reetiquetagem C5 (era NAO TESTADA)
