Record_ID,Source_File,Doc_Type,Terrain_Block_Parcel,Sample_Date,Matrix,Organism_Parameter,Result,classe_posicao,unidade,nota_colocacao,E,N,d_foco_OESTE_m,d_foco_ESTE_m,pct_defice_2026,pct_novo_M2,pct_nu2021
84,29enero2024_A32A0B_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),Code A32A0B - 'No hay parcela asociada' (system shows NO parcel linked to this code),2024-02-04,Solo (microbioma),Biosostenibilidad,MUY ALTO (score 82),SEM POSICAO,,o proprio documento nao indica talhao,,,,,,,
85,29enero2024_A32A0B_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),Code A32A0B - 'No hay parcela asociada' (system shows NO parcel linked to this code),2024-02-04,Solo (microbioma),Biodiversidad / Funcionalidad / Resiliencia,Alto / Medio / Medio,SEM POSICAO,,o proprio documento nao indica talhao,,,,,,,
86,29enero2024_A32A0B_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),Code A32A0B - 'No hay parcela asociada' (system shows NO parcel linked to this code),2024-02-04,Solo (microbioma),Estado de salud del cultivo / Biocontrol,Salud: Alto / Biocontrol: Bajo,SEM POSICAO,,o proprio documento nao indica talhao,,,,,,,
87,29enero2024_A32A0B_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),Code A32A0B - 'No hay parcela asociada' (system shows NO parcel linked to this code),2024-02-04,Solo (microbioma),Top fungal phyla (relative abundance),43% Ascomycota / 30% Basidiomycota / 20% Mortierellomycota,SEM POSICAO,,o proprio documento nao indica talhao,,,,,,,
88,29enero2024_A32A0B_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),Code A32A0B - 'No hay parcela asociada' (system shows NO parcel linked to this code),2024-02-04,Solo (microbioma),Top bacterial phyla (relative abundance),33% Proteobacteria / 18% Actinobacteriota / 10% Firmicutes,SEM POSICAO,,o proprio documento nao indica talhao,,,,,,,
89,29enero2024_A32A0B_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),Code A32A0B - 'No hay parcela asociada' (system shows NO parcel linked to this code),2024-02-04,Solo (microbioma),Ratio Hongo-Bacteria / Ratio Arbuscular-Ectomicorriza,1:141 / n/a (fungi = 'Solo Ectomicorrizas' only),SEM POSICAO,,o proprio documento nao indica talhao,,,,,,,
90,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 R,2026-03-03,Solo,pH (H2O),Valor,INFERIDO,Erica Novo,"'Erica 2016' identificado com 'Erica Novo' — inferencia da C1, nao prova",530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
91,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 R,2026-03-03,Solo,Textura,Classe,INFERIDO,Erica Novo,"'Erica 2016' identificado com 'Erica Novo' — inferencia da C1, nao prova",530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
92,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 R,2026-03-03,Solo,Matéria Orgânica (MO),Valor,INFERIDO,Erica Novo,"'Erica 2016' identificado com 'Erica Novo' — inferencia da C1, nao prova",530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
93,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 R,2026-03-03,Solo,Razão C:N,Valor,INFERIDO,Erica Novo,"'Erica 2016' identificado com 'Erica Novo' — inferencia da C1, nao prova",530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
94,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 R,2026-03-03,Solo,Azoto Total (N),Valor,INFERIDO,Erica Novo,"'Erica 2016' identificado com 'Erica Novo' — inferencia da C1, nao prova",530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
95,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 R,2026-03-03,Solo,Fósforo (P2O5),Valor,INFERIDO,Erica Novo,"'Erica 2016' identificado com 'Erica Novo' — inferencia da C1, nao prova",530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
96,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 R,2026-03-03,Solo,Potássio (K2O),Valor,INFERIDO,Erica Novo,"'Erica 2016' identificado com 'Erica Novo' — inferencia da C1, nao prova",530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
97,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 R,2026-03-03,Solo,Cálcio (CaO),Valor,INFERIDO,Erica Novo,"'Erica 2016' identificado com 'Erica Novo' — inferencia da C1, nao prova",530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
98,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 R,2026-03-03,Solo,Magnésio (MgO),Valor,INFERIDO,Erica Novo,"'Erica 2016' identificado com 'Erica Novo' — inferencia da C1, nao prova",530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
99,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 R,2026-03-03,Solo,Enxofre (S),Valor,INFERIDO,Erica Novo,"'Erica 2016' identificado com 'Erica Novo' — inferencia da C1, nao prova",530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
100,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 R,2026-03-03,Solo,Ferro (Fe),Valor,INFERIDO,Erica Novo,"'Erica 2016' identificado com 'Erica Novo' — inferencia da C1, nao prova",530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
101,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 R,2026-03-03,Solo,Manganês (Mn),Valor,INFERIDO,Erica Novo,"'Erica 2016' identificado com 'Erica Novo' — inferencia da C1, nao prova",530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
102,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 E,2026-03-03,Solo,pH (H2O),Valor,INFERIDO,Erica Novo,idem; sufixo E reaparece em 343_Kiwi ('Erica Novo E'),530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
103,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 E,2026-03-03,Solo,Textura,Classe,INFERIDO,Erica Novo,idem; sufixo E reaparece em 343_Kiwi ('Erica Novo E'),530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
104,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 E,2026-03-03,Solo,Matéria Orgânica (MO),Valor,INFERIDO,Erica Novo,idem; sufixo E reaparece em 343_Kiwi ('Erica Novo E'),530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
105,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 E,2026-03-03,Solo,Razão C:N,Valor,INFERIDO,Erica Novo,idem; sufixo E reaparece em 343_Kiwi ('Erica Novo E'),530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
106,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 E,2026-03-03,Solo,Azoto Total (N),Valor,INFERIDO,Erica Novo,idem; sufixo E reaparece em 343_Kiwi ('Erica Novo E'),530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
107,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 E,2026-03-03,Solo,Fósforo (P2O5),Valor,INFERIDO,Erica Novo,idem; sufixo E reaparece em 343_Kiwi ('Erica Novo E'),530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
108,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 E,2026-03-03,Solo,Potássio (K2O),Valor,INFERIDO,Erica Novo,idem; sufixo E reaparece em 343_Kiwi ('Erica Novo E'),530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
109,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 E,2026-03-03,Solo,Cálcio (CaO),Valor,INFERIDO,Erica Novo,idem; sufixo E reaparece em 343_Kiwi ('Erica Novo E'),530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
110,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 E,2026-03-03,Solo,Magnésio (MgO),Valor,INFERIDO,Erica Novo,idem; sufixo E reaparece em 343_Kiwi ('Erica Novo E'),530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
111,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 E,2026-03-03,Solo,Enxofre (S),Valor,INFERIDO,Erica Novo,idem; sufixo E reaparece em 343_Kiwi ('Erica Novo E'),530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
112,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 E,2026-03-03,Solo,Ferro (Fe),Valor,INFERIDO,Erica Novo,idem; sufixo E reaparece em 343_Kiwi ('Erica Novo E'),530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
113,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Erica 2016 E,2026-03-03,Solo,Manganês (Mn),Valor,INFERIDO,Erica Novo,idem; sufixo E reaparece em 343_Kiwi ('Erica Novo E'),530700.5,4655090.8,219.0,278.0,2.8,0.7,0.0
114,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - V7,2026-03-03,Solo,pH (H2O),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
115,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - V7,2026-03-03,Solo,Textura,Classe,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
116,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - V7,2026-03-03,Solo,Matéria Orgânica (MO),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
117,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - V7,2026-03-03,Solo,Razão C:N,Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
118,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - V7,2026-03-03,Solo,Azoto Total (N),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
119,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - V7,2026-03-03,Solo,Fósforo (P2O5),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
120,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - V7,2026-03-03,Solo,Potássio (K2O),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
121,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - V7,2026-03-03,Solo,Cálcio (CaO),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
122,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - V7,2026-03-03,Solo,Magnésio (MgO),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
123,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - V7,2026-03-03,Solo,Enxofre (S),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
124,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - V7,2026-03-03,Solo,Ferro (Fe),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
125,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - V7,2026-03-03,Solo,Manganês (Mn),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
126,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B3 - 7 ha,2026-03-03,Solo,pH (H2O),Valor,COLOCADO-BLOCO,B3,"bloco explicito; a tabela da 9,01 ha ao B3 e o boletim diz 7 ha",530940.9,4655173.2,471.0,67.0,46.9,13.9,16.3
127,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B3 - 7 ha,2026-03-03,Solo,Textura,Classe,COLOCADO-BLOCO,B3,"bloco explicito; a tabela da 9,01 ha ao B3 e o boletim diz 7 ha",530940.9,4655173.2,471.0,67.0,46.9,13.9,16.3
128,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B3 - 7 ha,2026-03-03,Solo,Matéria Orgânica (MO),Valor,COLOCADO-BLOCO,B3,"bloco explicito; a tabela da 9,01 ha ao B3 e o boletim diz 7 ha",530940.9,4655173.2,471.0,67.0,46.9,13.9,16.3
129,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B3 - 7 ha,2026-03-03,Solo,Razão C:N,Valor,COLOCADO-BLOCO,B3,"bloco explicito; a tabela da 9,01 ha ao B3 e o boletim diz 7 ha",530940.9,4655173.2,471.0,67.0,46.9,13.9,16.3
130,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B3 - 7 ha,2026-03-03,Solo,Azoto Total (N),Valor,COLOCADO-BLOCO,B3,"bloco explicito; a tabela da 9,01 ha ao B3 e o boletim diz 7 ha",530940.9,4655173.2,471.0,67.0,46.9,13.9,16.3
131,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B3 - 7 ha,2026-03-03,Solo,Fósforo (P2O5),Valor,COLOCADO-BLOCO,B3,"bloco explicito; a tabela da 9,01 ha ao B3 e o boletim diz 7 ha",530940.9,4655173.2,471.0,67.0,46.9,13.9,16.3
132,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B3 - 7 ha,2026-03-03,Solo,Potássio (K2O),Valor,COLOCADO-BLOCO,B3,"bloco explicito; a tabela da 9,01 ha ao B3 e o boletim diz 7 ha",530940.9,4655173.2,471.0,67.0,46.9,13.9,16.3
133,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B3 - 7 ha,2026-03-03,Solo,Cálcio (CaO),Valor,COLOCADO-BLOCO,B3,"bloco explicito; a tabela da 9,01 ha ao B3 e o boletim diz 7 ha",530940.9,4655173.2,471.0,67.0,46.9,13.9,16.3
134,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B3 - 7 ha,2026-03-03,Solo,Magnésio (MgO),Valor,COLOCADO-BLOCO,B3,"bloco explicito; a tabela da 9,01 ha ao B3 e o boletim diz 7 ha",530940.9,4655173.2,471.0,67.0,46.9,13.9,16.3
135,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B3 - 7 ha,2026-03-03,Solo,Enxofre (S),Valor,COLOCADO-BLOCO,B3,"bloco explicito; a tabela da 9,01 ha ao B3 e o boletim diz 7 ha",530940.9,4655173.2,471.0,67.0,46.9,13.9,16.3
136,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B3 - 7 ha,2026-03-03,Solo,Ferro (Fe),Valor,COLOCADO-BLOCO,B3,"bloco explicito; a tabela da 9,01 ha ao B3 e o boletim diz 7 ha",530940.9,4655173.2,471.0,67.0,46.9,13.9,16.3
137,B3_7ha_Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B3 - 7 ha,2026-03-03,Solo,Manganês (Mn),Valor,COLOCADO-BLOCO,B3,"bloco explicito; a tabela da 9,01 ha ao B3 e o boletim diz 7 ha",530940.9,4655173.2,471.0,67.0,46.9,13.9,16.3
138,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - Zona 1 (V7),2026-06-17,Solo,pH (H2O),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
139,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - Zona 1 (V7),2026-06-17,Solo,Textura,Classe,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
140,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - Zona 1 (V7),2026-06-17,Solo,Matéria Orgânica (MO),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
141,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - Zona 1 (V7),2026-06-17,Solo,Razão C:N,Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
142,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - Zona 1 (V7),2026-06-17,Solo,Azoto Total (N),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
143,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - Zona 1 (V7),2026-06-17,Solo,Fósforo (P2O5),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
144,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - Zona 1 (V7),2026-06-17,Solo,Potássio (K2O),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
145,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - Zona 1 (V7),2026-06-17,Solo,Cálcio (CaO),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
146,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - Zona 1 (V7),2026-06-17,Solo,Magnésio (MgO),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
147,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - Zona 1 (V7),2026-06-17,Solo,Enxofre (S),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
148,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - Zona 1 (V7),2026-06-17,Solo,Ferro (Fe),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
149,B2_V7__Junho_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B2 - Zona 1 (V7),2026-06-17,Solo,Manganês (Mn),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
150,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C1,2026-07-08,Solo,pH (H2O),Valor,FORA DA BANDA,,sub-parcelas do B1 sem posicao,,,,,,,
151,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C1,2026-07-08,Solo,Textura,Classe,FORA DA BANDA,,sub-parcelas do B1 sem posicao,,,,,,,
152,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C1,2026-07-08,Solo,Matéria Orgânica (MO),Valor,FORA DA BANDA,,sub-parcelas do B1 sem posicao,,,,,,,
153,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C1,2026-07-08,Solo,Razão C:N,Valor,FORA DA BANDA,,sub-parcelas do B1 sem posicao,,,,,,,
154,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C1,2026-07-08,Solo,Azoto Total (N),Valor,FORA DA BANDA,,sub-parcelas do B1 sem posicao,,,,,,,
155,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C1,2026-07-08,Solo,Fósforo (P2O5),Valor,FORA DA BANDA,,sub-parcelas do B1 sem posicao,,,,,,,
156,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C1,2026-07-08,Solo,Potássio (K2O),Valor,FORA DA BANDA,,sub-parcelas do B1 sem posicao,,,,,,,
157,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C1,2026-07-08,Solo,Cálcio (CaO),Valor,FORA DA BANDA,,sub-parcelas do B1 sem posicao,,,,,,,
158,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C1,2026-07-08,Solo,Magnésio (MgO),Valor,FORA DA BANDA,,sub-parcelas do B1 sem posicao,,,,,,,
159,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C1,2026-07-08,Solo,Enxofre (S),Valor,FORA DA BANDA,,sub-parcelas do B1 sem posicao,,,,,,,
160,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C1,2026-07-08,Solo,Ferro (Fe),Valor,FORA DA BANDA,,sub-parcelas do B1 sem posicao,,,,,,,
161,B1_C1_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C1,2026-07-08,Solo,Manganês (Mn),Valor,FORA DA BANDA,,sub-parcelas do B1 sem posicao,,,,,,,
162,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C3,2026-07-08,Solo,pH (H2O),Valor,FORA DA BANDA,,idem,,,,,,,
163,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C3,2026-07-08,Solo,Textura,Classe,FORA DA BANDA,,idem,,,,,,,
164,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C3,2026-07-08,Solo,Matéria Orgânica (MO),Valor,FORA DA BANDA,,idem,,,,,,,
165,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C3,2026-07-08,Solo,Razão C:N,Valor,FORA DA BANDA,,idem,,,,,,,
166,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C3,2026-07-08,Solo,Azoto Total (N),Valor,FORA DA BANDA,,idem,,,,,,,
167,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C3,2026-07-08,Solo,Fósforo (P2O5),Valor,FORA DA BANDA,,idem,,,,,,,
168,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C3,2026-07-08,Solo,Potássio (K2O),Valor,FORA DA BANDA,,idem,,,,,,,
169,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C3,2026-07-08,Solo,Cálcio (CaO),Valor,FORA DA BANDA,,idem,,,,,,,
170,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C3,2026-07-08,Solo,Magnésio (MgO),Valor,FORA DA BANDA,,idem,,,,,,,
171,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C3,2026-07-08,Solo,Enxofre (S),Valor,FORA DA BANDA,,idem,,,,,,,
172,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C3,2026-07-08,Solo,Ferro (Fe),Valor,FORA DA BANDA,,idem,,,,,,,
173,B1_C3_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C3,2026-07-08,Solo,Manganês (Mn),Valor,FORA DA BANDA,,idem,,,,,,,
174,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C4,2026-07-08,Solo,pH (H2O),Valor,FORA DA BANDA,,idem,,,,,,,
175,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C4,2026-07-08,Solo,Textura,Classe,FORA DA BANDA,,idem,,,,,,,
176,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C4,2026-07-08,Solo,Matéria Orgânica (MO),Valor,FORA DA BANDA,,idem,,,,,,,
177,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C4,2026-07-08,Solo,Razão C:N,Valor,FORA DA BANDA,,idem,,,,,,,
178,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C4,2026-07-08,Solo,Azoto Total (N),Valor,FORA DA BANDA,,idem,,,,,,,
179,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C4,2026-07-08,Solo,Fósforo (P2O5),Valor,FORA DA BANDA,,idem,,,,,,,
180,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C4,2026-07-08,Solo,Potássio (K2O),Valor,FORA DA BANDA,,idem,,,,,,,
181,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C4,2026-07-08,Solo,Cálcio (CaO),Valor,FORA DA BANDA,,idem,,,,,,,
182,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C4,2026-07-08,Solo,Magnésio (MgO),Valor,FORA DA BANDA,,idem,,,,,,,
